lon,lat,strategy metric,chunk_match_ix,order,x,y,distance,bearing
4.383472,51.992925,0.979484,0,63,86062.42849,445424.7193,,
4.383406,51.993024,0.979484,0,65,86058.04791,445435.7956,11.91186343,-22.36980428
4.383328,51.993139,0.979484,0,67,86052.86782,445448.6634,13.87212265,-22.71955828
4.38325,51.993256,0.979484,0,69,86047.69084,445461.7537,14.07764712,-22.36969861
4.38319,51.993419,0.979484,0,72,86043.82081,445479.9445,18.59891899,-12.80228288
4.38309,51.993573,0.979484,0,74,86037.18987,445497.1719,18.46060269,-21.84383335
4.383033,51.993661,0.979484,0,75,86033.4106,445507.016,10.54526498,-21.79430979
4.382923,51.993809,0.979484,0,77,86026.08375,445523.5855,18.11816396,-24.64654532
4.382837,51.993925,0.979484,0,78,86020.35596,445536.5721,14.19452924,-24.59200479
4.382749,51.994043,0.979484,0,79,86014.49393,445549.7832,14.45407738,-24.72000493
4.382678,51.99414,0.979484,0,80,86009.76712,445560.6419,11.84357071,-24.3157997
4.382612,51.994228,0.979484,0,81,86005.36987,445570.4946,10.79003947,-24.84345484
4.382535,51.994331,0.979484,0,84,86000.24028,445582.0265,12.62204127,-24.77266883
4.382465,51.99442,0.979484,0,86,85995.5699,445591.9943,11.00829801,-25.89777002
4.382733,51.994486,0.979484,0,89,86014.07659,445599.0822,19.81875043,68.25097451
4.382993,51.99455,0.979484,0,91,86032.03075,445605.9554,19.22589148,68.26014255
4.383242,51.994612,0.979484,0,93,86049.22636,445612.6165,18.44177691,68.03287607
4.383477,51.994669,0.979484,0,94,86065.45277,445618.7347,17.34255556,68.54902348
4.383692,51.994722,0.979484,0,95,86080.29948,445624.427,15.90145135,68.23143551
4.383918,51.994778,0.979484,0,96,86095.90619,445630.4426,16.7269225,68.12933704
4.384132,51.994831,0.979484,0,97,86110.68416,445636.1359,15.83765062,68.13923505
4.38435,51.994884,0.979484,0,98,86125.73679,445641.8255,16.09294694,68.50343546
4.384559,51.994936,0.979484,0,99,86140.16978,445647.4123,15.47747398,68.04808614
4.384831,51.995003,0.979484,0,100,86158.95229,445654.6083,20.11496867,68.24635065
4.385026,51.995051,0.979484,0,101,86172.41761,445659.7635,14.4192777,68.25994292
4.385218,51.995097,0.979484,0,103,86185.67381,445664.6991,14.14603911,68.7880264
4.385389,51.995136,0.979484,0,104,86197.47706,445668.8759,12.52121216,69.72252893
4.385609,51.995186,0.979484,0,106,86212.66224,445674.2301,16.10239305,69.78764479
4.385779,51.995225,0.979484,0,108,86224.39678,445678.4079,12.45678447,69.61300387
4.385958,51.995267,0.979484,0,111,86236.75397,445682.9109,13.15286549,69.18804206
4.386106,51.995303,0.979484,0,113,86246.97302,445686.7759,10.92614524,68.49331429
4.386314,51.99535,0.979484,0,115,86261.3294,445691.8078,15.21357356,69.89482727
4.386465,51.995385,0.979484,0,116,86271.7529,445695.5587,11.07849214,69.41939115
4.386654,51.995407,0.979484,0,118,86284.7661,445697.8274,13.2102555,79.32121591
4.386867,51.995424,0.979484,0,119,86299.41982,445699.5172,14.75168647,82.63284881
4.387088,51.995441,0.979484,0,120,86314.62292,445701.1994,15.29678734,82.89674975
4.387297,51.995457,0.979484,0,122,86329.00038,445702.7819,14.46513143,82.9303936
4.38752,51.995457,0.979484,0,124,86344.31478,445702.5711,15.31674787,89.99991214
4.387768,51.995453,0.979484,0,125,86361.33992,445701.8917,17.03968632,91.49661292
4.387965,51.995441,0.979484,0,127,86374.85043,445700.3706,13.59665996,95.6355146
4.388141,51.995418,0.979484,0,129,86386.90194,445697.6456,12.35647846,101.9529602
4.388318,51.995381,0.979484,0,131,86399.00073,445693.3622,12.83540497,108.7079008
4.388488,51.995317,0.979484,0,135,86410.57751,445686.0816,13.67662786,121.3776043
4.388672,51.995164,0.979484,0,138,86422.97967,445668.8866,21.20222439,143.4106932
4.388755,51.995031,0.979484,0,140,86428.47631,445654.012,15.85866293,158.9316027
4.388838,51.9949,0.979484,0,142,86433.97605,445639.3599,15.6512146,158.6386914
4.388927,51.994757,0.979971,1,143,86439.86952,445623.3671,17.0451223,158.9833214
4.389027,51.994597,0.979971,1,144,86446.49248,445605.4727,19.0818281,158.9024743
4.389107,51.994469,0.979971,1,145,86451.79088,445591.1572,15.2654685,158.90242
4.38923,51.994273,0.979971,1,147,86459.93846,445569.2361,23.38764311,158.8238375
4.389368,51.994052,0.979971,1,148,86469.07806,445544.5196,26.35372285,158.9196525
4.389481,51.993871,0.979971,1,149,86476.56194,445524.2767,21.58327123,158.9234248
4.389594,51.993691,0.979971,1,150,86484.04742,445504.1451,21.47949563,158.8166124
4.389706,51.993512,0.979971,1,151,86491.46581,445484.1256,21.35095019,158.8805089
4.389793,51.993373,0.979971,1,152,86497.22842,445468.5798,16.58048679,158.8742652
4.389899,51.993203,0.979971,1,153,86504.2486,445449.5673,20.26834444,158.947161
4.390007,51.993023,0.979971,1,155,86511.39092,445429.4405,21.35783028,159.6754393
4.390117,51.992831,0.979971,1,156,86518.65233,445407.9767,22.660109,160.5222923
4.390256,51.992588,0.979971,1,157,86527.82763,445380.8119,28.67420826,160.5504986
4.39037,51.992389,0.979971,1,159,86535.35322,445358.5657,23.48604418,160.5237591
4.390457,51.992238,0.979971,1,160,86541.0978,445341.6849,17.83249866,160.4201859
4.390573,51.992037,0.979971,1,161,86548.75782,445319.2143,23.74173356,160.3901075
4.390726,51.99177,0.979971,1,162,86558.85836,445289.3663,31.5125049,160.518182
4.390857,51.991543,0.979971,1,163,86567.50908,445263.9891,26.81271928,160.3905939
4.390975,51.991337,0.979971,1,164,86575.29908,445240.9604,24.31201552,160.5248675
4.391071,51.99117,0.979971,1,165,86581.63767,445222.2912,19.71705822,160.4608528
4.391188,51.990966,0.979971,1,166,86589.36217,445199.486,24.07933441,160.5022761
4.391266,51.990831,0.979971,1,167,86594.51341,445184.3938,15.94805266,160.3688003
4.391307,51.990738,0.979971,1,168,86597.18751,445174.0089,10.72426817,164.774572
4.391407,51.990508,0.979971,1,169,86603.70493,445148.3272,26.49733453,164.9748383
4.391534,51.990217,0.979971,1,170,86611.98382,445115.8338,33.53343212,164.9205296
4.391636,51.989984,0.979971,1,171,86618.63419,445089.8165,26.8553988,164.8762026
4.391737,51.989753,0.979971,1,172,86625.219,445064.0227,26.62265931,164.893891
4.391795,51.989621,0.979971,1,173,86629.0014,445049.2831,15.21807861,164.8225081
4.391838,51.989521,0.979971,1,174,86631.80235,445038.1176,11.51212292,165.1324443
4.391939,51.989291,0.979971,1,175,86638.38883,445012.435,26.51526959,164.8310824
4.392012,51.989122,0.979971,1,176,86643.14518,444993.565,19.46132597,165.0678106
4.392104,51.988911,0.979971,1,177,86649.14258,444970.0047,24.31312857,164.9335373
4.392225,51.988633,0.979971,1,178,86657.0298,444938.9633,32.02961648,164.9587536
4.392322,51.988412,0.979971,1,179,86663.35552,444914.2857,25.47688681,164.8379283
4.392418,51.988191,0.979971,1,180,86669.61263,444889.6092,25.45901335,164.9870763
4.392488,51.98803,0.979971,1,181,86674.17536,444871.632,18.54819651,164.9740411
4.39258,51.987818,0.979971,1,182,86680.17154,444847.9605,24.42062359,165.0010446
4.392677,51.987596,0.979971,1,183,86686.49598,444823.1717,25.58432549,164.902838
4.392721,51.987495,0.979971,1,184,86689.36437,444811.8941,11.63738409,164.9454642
4.392795,51.987324,0.979971,1,185,86694.18678,444792.8007,19.69409546,165.0409535
4.392882,51.987125,0.979971,1,186,86699.85952,444770.5802,22.93459895,164.8944756
4.392969,51.986913,0.979971,1,189,86705.51252,444746.9133,24.33401802,165.7819894
4.393063,51.986694,0.979971,1,190,86711.63573,444722.4612,25.20864616,165.1571969
4.393162,51.986464,0.979971,1,191,86718.08571,444696.7806,26.4797499,165.117101
4.39326,51.986235,0.979971,1,192,86724.46859,444671.2122,26.35460565,165.1992411
4.393318,51.986099,0.979971,1,193,86728.24553,444656.0277,15.64812762,165.2480506
4.393408,51.985885,0.979971,1,194,86734.10183,444632.1356,24.60081418,165.4436687
4.393513,51.985634,0.979971,1,195,86740.93224,444604.1131,28.8445763,165.5176549
4.393613,51.985394,0.979971,1,196,86747.43601,444577.3191,27.57364754,165.5726471
4.393709,51.985164,0.979971,1,197,86753.68031,444551.6414,26.4276083,165.5485346
4.393835,51.984864,0.979971,1,198,86761.87891,444518.148,34.48426181,165.4619345
4.393936,51.984623,0.979971,1,199,86768.45009,444491.2419,27.69857612,165.4921234
4.394032,51.984392,0.979971,1,200,86774.6931,444465.4529,26.53539425,165.6082524
4.394133,51.984152,0.979971,1,201,86781.26594,444438.658,27.59088731,165.4340925
4.394231,51.983922,0.979971,1,204,86787.648,444412.9785,26.46227463,165.2600531
4.394273,51.983822,0.979971,1,205,86790.38101,444401.8141,11.49477026,165.4616108
4.394346,51.983651,0.979971,1,206,86795.13555,444382.7217,19.67656771,165.2330502
4.394435,51.983443,0.979971,1,207,86800.93297,444359.4982,23.93766463,165.2004374
4.394529,51.983222,0.979971,1,208,86807.05415,444334.8237,25.42393156,165.2845708
4.394678,51.982873,0.979971,1,209,86816.75898,444295.8575,40.1588494,165.2316933
4.394784,51.982624,0.979971,1,210,86823.6621,444268.0568,28.64666455,165.2723537
4.394886,51.982386,0.979971,1,211,86830.30724,444241.4835,27.39312026,165.1773907
4.394987,51.982148,0.979971,1,212,86836.88375,444214.9112,27.3756326,165.3163267
4.39509,51.981908,0.979971,1,213,86843.5947,444188.1146,27.62584426,165.1575597
4.395188,51.981678,0.979971,1,214,86849.97743,444162.4351,26.46235075,165.2593432
4.39529,51.981438,0.979971,1,215,86856.61983,444135.6394,27.608341,165.2952395
4.395392,51.981199,0.979971,1,216,86863.26382,444108.955,27.50074132,165.2363198
4.39552,51.9809,0.979971,1,217,86871.60288,444075.5711,34.41160126,165.1927164
4.395601,51.98071,0.979971,1,218,86876.87881,444054.3577,21.86099078,165.2514656
4.395695,51.980489,0.979971,1,219,86883.00078,444029.6833,25.4240203,165.2837075
4.395818,51.9802,0.979971,1,220,86891.01182,443997.4167,33.24814962,165.2748064
4.395925,51.979949,0.979971,1,221,86897.98148,443969.3926,28.87945442,165.251918
4.396024,51.979717,0.979971,1,222,86904.43047,443943.4898,26.69511151,165.2376404
4.396128,51.979475,0.979971,1,223,86911.20784,443916.4698,27.85864294,165.137434
4.396252,51.979182,0.979971,1,224,86919.2819,443883.7573,33.69613984,165.3538545
4.39629,51.979094,0.979971,1,225,86921.75894,443873.9317,10.13363329,165.0690431
4.39633,51.979002,0.979971,1,226,86924.36733,443863.6592,10.59909793,164.9711352
4.39643,51.978772,0.979971,1,227,86930.88834,443837.978,26.49775054,164.9710597
4.396529,51.978542,0.979971,1,228,86937.34073,443812.2977,26.48002465,165.1145726
4.396634,51.978301,0.979971,1,229,86944.1887,443785.3881,27.76892864,164.9411421
4.396765,51.977998,0.979971,1,230,86952.72895,443751.5566,34.89480554,165.0513473
4.396848,51.977808,0.979971,1,231,86958.14301,443730.3414,21.89646248,164.9028012
4.396948,51.977577,0.979971,1,232,86964.66288,443704.5489,26.60526939,165.0328114
4.397052,51.977336,0.979971,1,233,86971.44246,443677.6403,27.75119138,165.077825
4.397161,51.977085,0.979971,1,234,86978.55048,443649.6145,28.9148524,164.9876686
4.397269,51.976837,0.979971,1,235,86985.59442,443621.9233,28.57466235,164.9472947
4.397321,51.976717,0.979971,1,236,86988.98508,443608.5247,13.82185828,165.0182419
4.397399,51.976537,0.979971,1,237,86994.07111,443588.4266,20.73279154,165.0181835
4.39755,51.976187,0.979971,1,238,87003.91492,443549.3478,40.30195746,165.0809815
4.397668,51.975916,0.979971,1,239,87011.61136,443519.0886,31.22448215,164.9489615
4.39778,51.975657,0.979971,1,240,87018.91385,443490.17,29.82807579,165.0476517
4.397893,51.975397,0.979971,1,241,87026.28361,443461.1393,29.95333889,164.9754923
4.398036,51.975066,0.979971,1,242,87035.6071,443424.1817,38.11768363,165.060947
4.398153,51.974797,0.979971,1,243,87043.23826,443394.146,30.99178628,164.9644452
4.39827,51.974527,0.979971,1,244,87050.86801,443363.9991,31.0992685,165.0175374
4.398383,51.974267,0.979971,1,245,87058.23818,443334.9684,29.95338413,164.9751286
4.398495,51.974008,0.979971,1,246,87065.54123,443306.0499,29.82814085,165.0471233
4.398608,51.973748,0.979971,1,247,87072.91158,443277.0193,29.95340491,164.9749616
4.39872,51.973489,0.979971,1,248,87080.21481,443248.1008,29.82816132,165.046957
4.398833,51.973229,0.979971,1,249,87087.58534,443219.0702,29.9534257,164.9747946
4.398972,51.972909,0.979971,1,250,87096.65159,443183.3402,36.86439895,164.982626
4.399084,51.972649,0.979971,1,251,87103.95361,443154.3105,29.93570717,165.1016385
4.399171,51.972449,0.979971,1,252,87109.62874,443131.9792,23.04249263,164.9618494
4.399275,51.972209,0.979971,1,253,87116.41149,443105.1821,27.6438799,165.0167937
4.399383,51.971959,0.980693,2,254,87123.45404,443077.2687,28.78980383,165.0607516
4.399493,51.971707,0.980693,2,255,87130.63106,443049.1309,29.04035519,164.9118521
4.399599,51.971462,0.980693,2,256,87137.54391,443021.7756,28.21686294,165.0390203
4.399794,51.971123,0.980693,2,258,87150.43005,442983.8798,40.02920929,160.4410676
4.399933,51.970881,0.980693,2,259,87159.61515,442956.8275,28.57076346,160.4674043
4.400003,51.970759,0.980693,2,260,87164.24058,442943.1896,14.40174064,160.4865234
4.400087,51.970636,0.980693,2,261,87169.82651,442929.4274,14.85347928,157.1298001
4.400172,51.970511,0.980693,2,262,87175.47815,442915.4418,15.08525153,157.2177304
4.400264,51.970394,0.980693,2,263,87181.62291,442902.3397,14.47233157,154.0955792
4.400444,51.970164,0.980693,2,264,87193.64372,442876.5842,28.42429096,154.2019607
4.400624,51.969934,0.980693,2,265,87205.66465,442850.8287,28.42431762,154.2018449
4.400805,51.969705,0.980693,2,266,87217.75594,442825.1836,28.35429062,153.9788477
4.400935,51.969538,0.980693,2,267,87226.43655,442806.4836,20.61780077,154.3212647
4.40116,51.969252,0.980693,2,268,87241.46544,442774.4562,35.38030097,154.0838692
4.401338,51.969025,0.980693,2,269,87253.35398,442749.0365,28.06408145,154.157448
4.401515,51.968799,0.980693,2,270,87265.17544,442723.729,27.93401362,154.1847196
4.401647,51.96863,0.980693,2,271,87273.99083,442704.8047,20.87801145,154.2454892
4.401805,51.968429,0.980693,2,272,87284.54462,442682.2962,24.8613804,154.1018883
4.402023,51.968152,0.980693,2,273,87299.10684,442651.2768,34.26950653,154.0750027
4.402188,51.967941,0.980693,2,274,87310.1268,442627.6493,26.07253452,154.2185786
4.40236,51.967721,0.980693,2,275,87321.61431,442603.0141,27.18352375,154.223413
4.402526,51.96751,0.980693,2,276,87332.70321,442579.3857,26.10254611,154.0825191
4.402698,51.967291,0.980693,2,277,87344.19246,442554.8618,27.08341942,154.1208342
4.402824,51.967129,0.980693,2,278,87352.60671,442536.722,19.99748722,154.3391842
4.402988,51.966921,0.980693,2,279,87363.56299,442513.4293,25.74231203,154.0326644
4.403113,51.966762,0.980693,2,280,87371.91319,442495.6242,19.66704953,154.0983607
4.40327,51.966561,0.980693,2,281,87382.39917,442473.1168,24.83162826,154.2436018
4.40337,51.966427,0.980693,2,283,87389.06919,442458.1163,16.4175968,155.2517242
4.403593,51.966142,0.980693,2,285,87403.9643,442426.2025,35.22067719,154.2043091
4.403694,51.966012,0.980693,2,286,87410.70919,442411.6461,16.04413406,154.3632075
4.403834,51.965832,0.980693,2,287,87420.05891,442391.4909,22.21954572,154.3385327
4.403991,51.965631,0.980693,2,288,87430.54535,442368.9836,24.83172211,154.2431341
4.404239,51.965314,0.980693,2,289,87447.11085,442333.4868,39.17425487,154.2073837
4.40442,51.965081,0.980693,2,290,87459.19869,442307.3972,28.75544052,154.3655844
4.404598,51.964854,0.980693,2,291,87471.08951,442281.978,28.0645603,154.1553454
4.40477,51.964634,0.980693,2,292,87482.57866,442257.3432,27.18386532,154.2218597
4.404941,51.964414,0.980693,2,293,87493.9992,442232.7093,27.15406933,154.352344
4.405106,51.964203,0.980693,2,294,87505.02106,442209.0823,26.07293136,154.2166975
4.405275,51.963986,0.980693,2,295,87516.3089,442184.7841,26.79371248,154.3081645
4.405441,51.963774,0.980693,2,296,87527.39819,442161.0449,26.20306676,154.1869783
4.405604,51.963565,0.980693,2,297,87538.28594,442137.6423,25.81284011,154.2762755
4.405761,51.963364,0.980693,2,298,87548.77347,442115.1353,24.83195089,154.2419941
4.405924,51.963155,0.980693,2,299,87559.66141,442091.7328,25.81288301,154.2760696
4.406081,51.962954,0.980693,2,300,87570.14914,442069.2258,24.83199226,154.241788
4.406244,51.962745,0.980693,2,301,87581.0373,442045.8233,25.81292591,154.2758636
4.406407,51.962536,0.980693,2,302,87591.92556,442022.4209,25.81294777,154.2757586
4.406572,51.962325,0.980693,2,303,87602.94837,441998.794,26.07313074,154.2157525
4.406735,51.962116,0.980693,2,304,87613.83684,441975.3916,25.81299172,154.2755476
4.4069,51.961904,0.980693,2,305,87624.85837,441951.6536,26.17340875,154.3214913
4.407065,51.961693,0.980693,2,306,87635.8815,441928.0269,26.07319783,154.2154345
4.407228,51.961484,0.980693,2,307,87646.77029,441904.6245,25.81305785,154.2752301
4.407392,51.961275,0.980693,2,308,87657.72791,441881.2213,25.84298919,154.1378335
4.407555,51.961065,0.980693,2,309,87668.61541,441857.7077,25.91338544,154.3818034
4.407718,51.960856,0.980693,2,310,87679.50452,441834.3055,25.81312356,154.2749146
4.407875,51.960655,0.980693,2,311,87689.99336,441811.7988,24.83222427,154.240632
4.408038,51.960446,0.980693,2,312,87700.88267,441788.3966,25.81316646,154.2747087
4.408195,51.960245,0.980693,2,313,87711.3717,441765.8899,24.83226564,154.2404258
4.40836,51.960034,0.980693,2,314,87722.39568,441742.2634,26.07337396,154.2145997
4.408484,51.959875,0.980693,2,315,87730.67979,441724.4598,19.63767247,154.2752891
4.408688,51.959614,0.980693,2,317,87744.3095,441695.2348,32.24897503,154.2253302
4.408798,51.959473,0.980693,2,318,87751.65852,441679.4467,17.41569481,154.2674001
4.408938,51.959294,0.980693,2,319,87761.01257,441659.4034,22.11989492,154.21043
4.409041,51.959161,0.980693,2,320,87767.89256,441644.5118,16.40501011,154.4313658
4.40918,51.958984,0.980693,2,321,87777.18101,441624.692,21.88967567,154.1188627
4.409395,51.958709,0.980693,2,322,87791.54636,441593.8994,33.98064733,154.2188756
4.409575,51.958478,0.980693,2,323,87803.57215,441568.0342,28.5258585,154.2933587
4.409751,51.958253,0.980693,2,324,87815.33212,441542.8402,27.80512084,154.2070535
4.409914,51.958044,0.980693,2,326,87826.22264,441519.4382,25.81341779,154.2735021
4.410162,51.957727,0.980693,2,327,87842.79394,441483.9428,39.17546599,154.203565
4.410342,51.957496,0.980693,2,328,87854.82027,441458.0777,28.52597188,154.2928657
4.410505,51.957287,0.980693,2,329,87865.71117,441434.6758,25.81349699,154.2731218
4.410668,51.957078,0.980693,2,330,87876.60218,441411.274,25.81351886,154.2730168
4.410825,51.956878,0.980693,2,331,87887.09434,441388.879,24.73244464,154.1267033
4.410989,51.956668,0.980693,2,332,87898.05279,441365.3651,25.943643,154.2427083
4.411146,51.956468,0.980693,2,333,87908.54515,441342.9701,24.7324862,154.1264966
4.411301,51.956269,0.980693,2,334,87918.90163,441320.6882,24.57250969,154.3016298
4.411458,51.956068,0.980693,2,335,87929.39269,441298.1821,24.83268718,154.2383256
4.411614,51.955867,0.980693,2,336,87939.81511,441275.6769,24.80290597,154.3812462
4.411763,51.955677,0.980693,2,337,87949.77291,441254.4019,23.49144037,154.1487278
4.411914,51.955484,0.980693,2,338,87959.86378,441232.7913,23.85181611,154.2010361
4.412009,51.955363,0.980693,2,339,87966.21303,441219.2424,14.96367437,154.1223912
4.412141,51.955193,0.980693,2,340,87975.03239,441200.2082,20.97941526,154.3708034
4.412277,51.955019,0.980693,2,341,87984.12081,441180.7252,21.49972242,154.2230238
4.412494,51.954738,0.980693,2,343,87998.6173,441149.2639,34.64253958,154.4923815
4.412656,51.954529,0.980693,2,344,88009.44084,441125.8633,25.78401653,154.4093589
4.412797,51.954346,0.980693,2,345,88018.85979,441105.3746,22.55136617,154.5426812
4.412922,51.954185,0.980693,2,346,88027.21184,441087.3481,19.86847144,154.3724019
4.413023,51.954055,0.980693,2,348,88033.96046,441072.7926,16.04490667,154.3572154
4.413202,51.953825,0.980693,2,349,88045.92159,441047.0401,28.39632389,154.3186167
4.413342,51.953645,0.980693,2,350,88055.27658,441026.8861,22.22063832,154.3324212
4.413483,51.953465,0.980693,2,351,88064.70039,441006.7313,22.25051938,154.1727684
4.413561,51.953364,0.980693,2,352,88069.91147,440995.4232,12.45176699,154.4906894
4.41367,51.953224,0.980693,2,353,88077.19536,440979.7478,17.28605959,154.3093913
4.413794,51.953065,0.980693,2,354,88085.48207,440961.9449,19.63821452,154.2718686
4.413983,51.952822,0.980693,2,355,88098.11178,440934.7371,29.99795753,154.332005
4.414129,51.952634,0.980693,2,356,88107.86772,440913.6877,23.20170293,154.3659189
4.414261,51.952464,0.980693,2,357,88116.6882,440894.6537,20.97964561,154.3694365
4.414341,51.952362,0.980693,2,358,88122.03552,440883.2326,12.61168321,154.1441033
4.414454,51.952222,0.980693,2,360,88129.59471,440867.5536,17.40711308,153.4931615
4.414585,51.952062,0.980693,2,361,88138.3615,440849.6331,19.95116814,153.1649462
4.414822,51.951813,0.980693,2,363,88154.28245,440821.7138,32.14162811,149.5391948
4.415001,51.951636,0.980693,2,364,88166.32373,440801.8579,23.22309027,147.9992854
4.415164,51.951465,0.97944,3,365,88177.27415,440782.6843,22.0816172,149.5019536
4.415268,51.951341,0.97944,3,366,88184.23881,440768.7936,15.5397634,152.6047365
4.4155,51.951137,0.97944,3,368,88199.88351,440745.8854,27.74233148,144.9033941
4.41567,51.950987,0.97944,3,369,88211.34663,440729.0416,20.37557324,144.9963593
4.41584,51.950837,0.97944,3,370,88222.80983,440712.1979,20.37559526,144.9962688
4.416155,51.950559,0.97944,3,372,88244.05058,440680.981,37.76019902,145.0017795
4.416272,51.950456,0.97944,3,373,88251.94045,440669.4148,14.00180807,144.934592
4.416443,51.950308,0.97944,3,375,88263.47565,440652.7927,20.23366963,144.4749943
4.416543,51.950222,0.97944,3,376,88270.22223,440643.1334,11.78284013,144.3021333
4.416678,51.950105,0.97944,3,377,88279.32881,440629.9932,15.98827701,144.5114583
4.416808,51.949993,0.97944,3,378,88288.09916,440617.4138,15.33579434,144.3505033
4.416902,51.949912,0.97944,3,379,88294.44079,440608.3163,11.09035799,144.355613
4.417096,51.949744,0.97944,3,380,88307.52769,440589.4482,22.96372522,144.4897424
4.417379,51.949499,0.97944,3,381,88326.61867,440561.9323,33.49214541,144.4816032
4.417576,51.949328,0.97944,3,382,88339.9076,440542.7278,23.35533579,144.5532363
4.417673,51.949245,0.97944,3,383,88346.4527,440533.4051,11.39152006,144.1643847
4.417858,51.949085,0.97944,3,385,88358.93316,440515.4355,21.87983454,144.454448
4.418005,51.948958,0.97944,3,386,88368.85033,440501.1719,17.37338483,144.4255482
4.418158,51.948825,0.97944,3,387,88379.17114,440486.2354,18.15647415,144.5922162
4.418327,51.948679,0.97944,3,388,88390.57266,440469.838,19.97290752,144.4241126
4.418491,51.948536,0.97944,3,390,88401.63498,440453.7789,19.50161545,144.6749813
4.418663,51.948387,0.97944,3,391,88413.23845,440437.0451,20.36446595,144.4982944
4.418824,51.948247,0.97944,3,392,88424.09912,440421.3226,19.1100623,144.6007078
4.419076,51.948028,0.97944,3,393,88441.09877,440396.728,29.89961245,144.5844531
4.419259,51.94787,0.97944,3,394,88453.44539,440378.9829,21.61902973,144.4073769
4.419428,51.947723,0.97944,3,395,88464.84593,440362.4744,20.06365088,144.6083917
4.419592,51.947581,0.97944,3,396,88475.91021,440346.5268,19.41107851,144.4844996
4.419736,51.947456,0.97944,3,397,88485.62479,440332.4887,17.07261903,144.5532068
4.419913,51.947301,0.97944,3,399,88497.56368,440315.083,21.10804328,144.790301
4.420073,51.947161,0.97944,3,400,88508.35615,440299.3616,19.07046665,144.7684396
4.420234,51.947022,0.97944,3,401,88519.21891,440283.7505,19.01964731,144.4057984
4.420383,51.946891,0.97944,3,402,88529.26859,440269.0405,17.81625605,144.8972925
4.42054,51.946754,0.97944,3,404,88539.85945,440253.6557,18.67888468,144.6943597
4.420693,51.946621,0.97944,3,405,88550.18129,440238.7195,18.15676839,144.5908797
4.42085,51.946484,0.97944,3,406,88560.77228,440223.3347,18.67892157,144.6941962
4.421003,51.946351,0.97944,3,407,88571.09425,440208.3986,18.15680443,144.590716
4.421163,51.946211,0.97944,3,408,88581.88718,440192.6773,19.07059868,144.7678649
4.421324,51.946072,0.97944,3,409,88592.75041,440177.0665,19.0197814,144.4052211
4.421487,51.945929,0.97944,3,410,88603.7453,440161.0088,19.46230873,144.8385567
4.421648,51.945789,0.97944,3,411,88614.60719,440145.2867,19.11040752,144.5992175
4.421808,51.945649,0.97944,3,412,88625.4004,440129.5656,19.07067678,144.7675248
4.421969,51.945509,0.97944,3,413,88636.26243,440113.8435,19.11044685,144.5990477
4.422118,51.945379,0.97944,3,414,88646.31429,440099.245,17.7255381,144.6895562
4.422268,51.945249,0.97944,3,415,88656.43496,440084.6455,17.76538828,144.5085088
4.422428,51.945109,0.97944,3,416,88667.22844,440068.9245,19.07075182,144.7671981
4.422583,51.944977,0.97944,3,418,88677.69004,440054.098,18.14684672,144.0324249
4.422743,51.944841,0.97944,3,419,88688.48955,440038.822,18.70901589,143.9806943
4.422879,51.944725,0.97944,3,420,88697.66861,440025.7929,15.93869789,144.0747104
4.423054,51.944572,0.97944,3,422,88709.47445,440008.612,20.84735653,144.7448192
4.423206,51.944438,0.97944,3,423,88719.72709,439993.5659,18.20829993,144.9687798
4.423355,51.944308,0.97944,3,424,88729.77944,439978.9675,17.72567699,144.6889076
4.423514,51.944168,0.97944,3,425,88740.50463,439963.2475,19.03129542,144.9357249
4.423674,51.944027,0.97944,3,426,88751.29717,439947.4154,19.16189292,144.9584794
4.423826,51.943894,0.97944,3,427,88761.55155,439932.4806,18.1173751,144.7664641
4.423986,51.943754,0.97944,3,428,88772.34569,439916.7598,19.07094013,144.7663783
4.424146,51.943614,0.97944,3,429,88783.13991,439901.039,19.07095959,144.7662936
4.424243,51.943528,0.97944,3,430,88789.68228,439891.3831,11.6642456,145.1209778
4.42437,51.943417,0.97944,3,431,88798.25045,439878.9187,15.12623927,144.7357855
4.424522,51.943284,0.97944,3,432,88808.50511,439863.984,18.11745564,144.766095
4.424679,51.943146,0.97944,3,433,88819.09624,439848.4885,18.7702876,144.888475
4.424922,51.942933,0.97944,3,434,88835.48989,439824.571,28.99824685,144.813433
4.425103,51.942774,0.97944,3,435,88847.70039,439806.7175,21.63099232,144.8720515
4.425278,51.942622,0.97944,3,437,88859.50875,439789.6482,20.75689494,144.5663518
4.425457,51.942466,0.97944,3,438,88871.58633,439772.1303,21.27904972,144.6575697
4.425632,51.942313,0.97944,3,439,88883.39338,439754.9498,20.8477001,144.7434522
4.425817,51.942151,0.97944,3,440,88895.87484,439736.759,22.06239205,144.7862437
4.42601,51.941983,0.97944,3,442,88908.89761,439717.8935,22.92516324,144.6249233
4.426192,51.941823,0.97944,3,443,88921.17593,439699.928,21.76171265,144.8919656
4.426377,51.941661,0.97944,3,444,88933.65766,439681.7373,22.06247074,144.7859473
4.426559,51.941502,0.97944,3,445,88945.93763,439663.8831,21.67083445,144.7225829
4.426749,51.941333,0.97944,3,447,88958.75304,439644.9092,22.89774297,145.2066384
4.426937,51.941162,0.97944,3,448,88971.4281,439625.7147,23.00328849,145.8041511
4.427286,51.940847,0.97944,3,450,88994.96171,439590.3539,42.47856755,145.5980091
4.427489,51.940664,0.97944,3,451,89008.6508,439569.8108,24.68769284,145.5653099
