t,date,lat_gps,lon_gps,alt,speed,speed3D,fix,precision,speed_haversine,distance_gps,bearing_gps,speed_geod,x_gps,y_gps,road_index,lon_road,lat_road,order,x_road,y_road,distance_road,bearing_road,offset,section,road type
468.0320639999998,2016-01-01 20:14:45.032000+00:00,51.9871722,4.3928231,2.1452040322551937,22.871,82.44,3.0,148.0,22.69900403492612,22.682303090438708,165.09982724492758,22.91050133021503,86695.88571450631,444775.8865341539,156.0,4.392888,51.987111,567.0,86700.25032,444769.017,17.8500309,2243685.0570811,2.445653695472436,A,straight
469.0204319999999,2016-01-01 20:14:46.020000+00:00,51.9869756,4.392907,2.1262040322551954,22.863,82.188,3.0,153.0,22.978369888756205,22.62170067690226,165.2389247209153,22.887933114892547,86701.34920784774,444753.935872683,157.0,4.392989,51.986868,570.0,86706.81775,444741.8883,27.91399382,2243685.607245,2.302275846438486,A,straight
470.0118559999998,2016-01-01 20:14:47.011000+00:00,51.9867777,4.3929894,1.7912040322551943,23.109,82.8,3.0,148.0,23.245431370111945,22.735734245111026,165.58285732283105,22.9324025292042,86706.70774118709,444731.8420028824,157.0,4.392989,51.986868,570.0,86706.81775,444741.8883,27.91399382,2243685.607245,2.603738183879484,A,straight
471.0082080000002,2016-01-01 20:14:48.008000+00:00,51.9865781,4.3930728,1.715204032255194,23.212,83.52,3.0,148.0,23.04006597349709,22.93604987847688,165.5342344331207,23.02002693673288,86712.13242491029,444709.5580744104,158.0,4.393075,51.986667,571.0,86712.41888,444719.4461,23.13188943,2243685.2022522,2.8024327595715244,A,straight
472.0544000000002,2016-01-01 20:14:49.054000+00:00,51.9863674,4.3931639,1.6522040322551987,23.13,83.232,3.0,148.0,23.20578367406513,24.26496031560794,165.0532021036243,23.193601476218035,86718.06916335561,444686.0320387393,159.0,4.393161,51.986466,572.0,86718.02007,444697.004,23.13189545,2243685.2021884,2.7548707065195046,A,straight
473.04061642105256,2016-01-01 20:14:50.040000+00:00,51.9861686,4.3932514,1.5242040322551986,23.23,83.55600000000001,3.0,148.0,23.33241553339694,22.92212883085249,164.79677739613717,23.24249357599756,86723.77679531548,444663.83327118936,161.0,4.393318,51.986099,574.0,86728.24553,444656.0277,19.10352654,2243685.2070277,2.327642799710844,A,straight
474.0241440000002,2016-01-01 20:14:51.024000+00:00,51.9859683,4.3933424,1.4402040322551954,23.607000000000003,84.96000000000001,3.0,148.0,23.852457051475383,23.147016062583265,164.33069704610702,23.53468937530977,86729.7226096184,444641.4643466981,162.0,4.393419,51.985858,576.0,86734.81632,444629.1215,27.69853379,2243685.4925085,1.8393324701314755,A,straight
475.0293928421053,2016-01-01 20:14:52.029000+00:00,51.9857641,4.3934388,1.4192040322551946,24.156,86.76,3.0,148.0,23.193929254481297,23.666250266996325,163.74960367874672,23.54267846500197,86736.03346740277,444618.6564804787,162.0,4.393419,51.985858,576.0,86734.81632,444629.1215,27.69853379,2243685.4925085,1.443217809563182,A,straight
476.0504106666666,2016-01-01 20:14:53.050000+00:00,51.9855439,4.3935443,1.4102040322551943,24.621,88.596,3.0,148.0,24.22469325164946,25.55055436573331,163.52077910145923,25.02459188380184,86742.94511469512,444594.0600708845,163.0,4.393507,51.985646,577.0,86740.53836,444605.4538,24.35101948,2243685.6249081,0.497305325855717,A,straight
477.0507679999998,2016-01-01 20:14:54.050000+00:00,51.9853329,4.3936455,1.2672040322551936,24.803,89.46000000000001,3.0,148.0,24.521350475718105,24.48515779196483,163.50408560901383,24.476411554240112,86749.57546486756,444570.49121287593,164.0,4.393597,51.985433,578.0,86746.39631,444581.6729,24.49314856,2243685.3781095,-0.2534962914557144,A,straight
478.043904,2016-01-01 20:14:55.043000+00:00,51.9851205,4.3937475,1.2092040322551938,24.971,89.964,3.0,148.0,24.87318690969268,24.65013585665043,163.48433153876925,24.82050379469173,86756.2587033405,444546.76586295065,165.0,4.393687,51.985217,579.0,86752.24976,444557.5583,24.81628852,2243685.5725924,-1.1935476137128698,A,straight
479.0289229473686,2016-01-01 20:14:56.028000+00:00,51.9849055,4.3938455,1.181204032255195,25.112,90.468,3.0,153.0,25.414790021624214,24.851787058251364,164.28130881069254,25.229755351043007,86762.66329092762,444522.7550296746,166.0,4.393778,51.984999,580.0,86758.16892,444533.2203,25.04893091,2243685.5471602,-1.740185427076942,A,straight
480.01486494117626,2016-01-01 20:14:57.014000+00:00,51.9846886,4.3939404,1.2172040322551965,25.197,90.756,3.0,148.0,24.973516449442656,24.99897454331329,164.8823814020929,25.35542121171672,86768.85211150747,444498.5357418171,167.0,4.39387,51.98478,581.0,86764.1553,444508.7701,25.17385996,2243685.4588818,-1.976773157909391,A,straight
481.008448,2016-01-01 20:14:58.008000+00:00,51.9844716,4.3940344,1.1882040322552,25.269,90.828,3.0,148.0,25.16578087960299,24.99367614831042,165.02580164575758,25.15509491264835,86774.97902143262,444474.3061828031,168.0,4.393962,51.98456,582.0,86770.14023,444484.2087,25.28158518,2243685.5221257,-2.2094421164924025,A,straight
482.0575157894737,2016-01-01 20:14:59.057000+00:00,51.984242,4.3941318,1.2272040322551945,25.35,91.008,3.0,148.0,25.3515876672834,26.40874915290551,165.32207586739796,25.173539229675256,86781.32038417253,444448.6716879794,169.0,4.394054,51.984341,583.0,86776.12674,444459.7585,25.17387371,2243685.4587447,-2.243632717564336,A,straight
483.04819200000026,2016-01-01 20:15:00.048000+00:00,51.9840243,4.3942242,1.208204032255196,25.362,91.404,3.0,148.0,25.55323666607724,25.040848887503827,165.3146821672389,25.27652185590953,86787.33645152998,444424.3657734953,170.0,4.394146,51.984119,584.0,86782.10875,444434.9746,25.49712685,2243685.6470094,-2.4346524142207926,A,straight
484.0344640000002,2016-01-01 20:15:01.034000+00:00,51.983806,4.3943178,1.1912040322552002,25.492,91.584,3.0,149.0,25.64162825861805,25.12641393314528,165.17135172448255,25.47615052758985,86793.43409960363,444399.99199056026,171.0,4.394241,51.983898,586.0,86788.29842,444410.2991,25.44144779,2243685.1351361,-2.3196196713094683,A,straight
