,device,sections,window_size,threshold,accuracy,TP,FP,TN,FN,TPR,FPR
0,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.0,0.708,31,16,20,5,0.861,0.444
1,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.1,0.708,31,16,20,5,0.861,0.444
2,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.2,0.708,31,16,20,5,0.861,0.444
3,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.30000000000000004,0.722,31,15,21,5,0.861,0.417
4,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.4,0.722,31,15,21,5,0.861,0.417
5,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.5,0.722,30,14,22,6,0.833,0.389
6,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.6000000000000001,0.736,30,13,23,6,0.833,0.361
7,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.7000000000000001,0.75,30,12,24,6,0.833,0.333
8,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.8,0.792,30,9,27,6,0.833,0.25
9,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,0.9,0.792,30,9,27,6,0.833,0.25
10,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.0,0.806,30,8,28,6,0.833,0.222
11,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.1,0.819,30,7,29,6,0.833,0.194
12,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.2000000000000002,0.819,30,7,29,6,0.833,0.194
13,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.3,0.819,30,7,29,6,0.833,0.194
14,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.4000000000000001,0.819,30,7,29,6,0.833,0.194
15,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.5,0.819,30,7,29,6,0.833,0.194
16,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.6,0.833,30,6,30,6,0.833,0.167
17,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.7000000000000002,0.819,29,6,30,7,0.806,0.167
18,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.8,0.819,29,6,30,7,0.806,0.167
19,"[0, 1, 3, 4]","['B', 'D', 'F', 'H', 'J', 'L']",6,1.9000000000000001,0.806,28,6,30,8,0.778,0.167
